"","ID","Beta","HR","pvalue","GP1","GP2","Hr-Inv-lst","Concordance","Std_Error","ENSEMBL_clean","Gene_Symbol","Gene_Name"
"ENSG00000211592.8","ENSG00000211592.8",0.754895124995726,2.12738840178783,0.00784879307403469,"309","52","0.470059909680626",0.570374643269172,0.0287517375163106,"ENSG00000211592","IGKC","immunoglobulin kappa constant"
"ENSG00000197956.10","ENSG00000197956.10",-0.5514725663297,0.576100838752723,0.0253877625413565,"107","254","1.73580722806277",0.539346651284231,0.0313760002378488,"ENSG00000197956","S100A6","S100 calcium binding protein A6"
"ENSG00000202538.1","ENSG00000202538.1",-0.817299326442766,0.441622724250439,0.0399918918250841,"296","65","2.26437623131212",0.549638715161819,0.0204703077610561,"ENSG00000202538","RNU4-2","RNA, U4 small nuclear 2"
"ENSG00000160182.3","ENSG00000160182.3",-1.01577561124255,0.36212145541113,0.0170728028438329,"291","70","2.76150442084318",0.559809338757666,0.0193041099448472,"ENSG00000160182","TFF1","trefoil factor 1"
"ENSG00000075624.17","ENSG00000075624.17",-1.30100747841658,0.272257361399885,0.0291708977556539,"7","354","3.6729952676329",0.513145910498512,0.0114394110759316,"ENSG00000075624","ACTB","actin beta"
"ENSG00000016490.16","ENSG00000016490.16",-0.782093844198356,0.457447184705023,0.0214877792180891,"270","91","2.1860447138719",0.580818507498937,0.0206262205278587,"ENSG00000016490","CLCA1","chloride channel accessory 1"
"ENSG00000205542.11","ENSG00000205542.11",-0.469268156735549,0.625459839397757,0.0457534082688838,"176","185","1.59882367661348",0.562238144392495,0.0325806326788599,"ENSG00000205542","TMSB4X","thymosin beta 4 X-linked"
"ENSG00000212232.1","ENSG00000212232.1",-0.683829075796296,0.504680826730258,0.0132967700777478,"233","128","1.98145034848823",0.589592567854757,0.0254000873358834,"ENSG00000212232","SNORD17","small nucleolar RNA, C/D box 17"
"ENSG00000188257.12","ENSG00000188257.12",-0.547642561801472,0.578311538366244,0.0440717756273047,"249","112","1.72917179350259",0.539619891918149,0.0295202933257666,"ENSG00000188257","PLA2G2A","phospholipase A2 group IIA"
"ENSG00000132465.12","ENSG00000132465.12",-0.79311062293033,0.452435248675898,0.0342032509018756,"285","76","2.21026103277013",0.538618009593782,0.0252687920060138,"ENSG00000132465","JCHAIN","joining chain of multimeric IgA and IgM"
"ENSG00000169429.11","ENSG00000169429.11",-0.68586612536955,0.503653813261351,0.00635455081205119,"190","171","1.98549077495238",0.590806970672172,0.0314973833951211,"ENSG00000169429","CXCL8","C-X-C motif chemokine ligand 8"
"ENSG00000278771.1","ENSG00000278771.1",-0.650237619815989,0.521921743076619,0.00531646038863077,"158","203","1.91599605355625",0.568401238690874,0.0326949270628416,"ENSG00000278771","RN7SL3","RNA component of signal recognition particle 7SL3"
"ENSG00000272398.6","ENSG00000272398.6",-0.676039034709349,0.508627664159771,0.0168084899381395,"48","313","1.96607473494772",0.546329467484365,0.025672322008858,"ENSG00000272398","CD24","CD24 molecule"
"ENSG00000211662.2","ENSG00000211662.2",0.725159104285147,2.06505963366704,0.0161011137204747,"310","51","0.484247516970852",0.554040925374947,0.0273271251555089,"ENSG00000211662","IGLV3-21","immunoglobulin lambda variable 3-21"
"ENSG00000130707.18","ENSG00000130707.18",-0.53605933054657,0.585049201273085,0.047984295439396,"244","117","1.70925795270546",0.549790515513996,0.029486991122298,"ENSG00000130707","ASS1","argininosuccinate synthase 1"
"ENSG00000275395.6","ENSG00000275395.6",-0.719004622801505,0.487236999268066,0.0344225428687564,"279","82","2.05238929207391",0.556834051855,0.0221872955632431,"ENSG00000275395","FCGBP","Fc gamma binding protein"
"ENSG00000130303.13","ENSG00000130303.13",0.573963781863895,1.77528998579756,0.0137302634420721,"237","124","0.563288256003284",0.575809095877102,0.0326639751905713,"ENSG00000130303","BST2","bone marrow stromal cell antigen 2"
"ENSG00000101335.10","ENSG00000101335.10",0.601193377862709,1.82429457463231,0.0132864251835655,"166","195","0.54815708707655",0.559870058898537,0.0317894390707278,"ENSG00000101335","MYL9","myosin light chain 9"
"ENSG00000165502.7","ENSG00000165502.7",-0.599623483505875,0.549018311633116,0.0396448049051306,"263","98","1.82143287174773",0.544204262553889,0.0277363745699504,"ENSG00000165502","RPL36AL","ribosomal protein L36a like"
"ENSG00000132646.11","ENSG00000132646.11",0.753882957133036,2.12523621698597,0.026769405000995,"81","280","0.470535930080379",0.55388912502277,0.0227052227834819,"ENSG00000132646","PCNA","proliferating cell nuclear antigen"
"ENSG00000143761.16","ENSG00000143761.16",0.915191618989665,2.4972537272971,0.0487636320246354,"56","305","0.400439886852166",0.551824640233165,0.0176694595002708,"ENSG00000143761","ARF1","ARF GTPase 1"
"ENSG00000007952.18","ENSG00000007952.18",-0.757693430507321,0.468746377134404,0.0072593106312402,"243","118","2.13334982152463",0.596150343068796,0.0248354532498121,"ENSG00000007952","NOX1","NADPH oxidase 1"
"ENSG00000110492.15","ENSG00000110492.15",0.517468670804612,1.67777526836091,0.0415055000551943,"150","211","0.596027381531821",0.558412775517639,0.030673133826051,"ENSG00000110492","MDK","midkine"
"ENSG00000211965.4","ENSG00000211965.4",0.862894699743075,2.37001124471928,0.0232142972245235,"333","28","0.421938926335536",0.541562936426012,0.023944509016131,"ENSG00000211965","IGHV3-49","immunoglobulin heavy variable 3-49"
"ENSG00000198467.16","ENSG00000198467.16",0.69260538202963,1.99891669643201,0.00288593411932799,"219","142","0.500270972664825",0.615064666950027,0.0316553231423312,"ENSG00000198467","TPM2","tropomyosin 2"
"ENSG00000244187.8","ENSG00000244187.8",0.482032875816282,1.61936302230803,0.041097943489908,"253","108","0.617526759734657",0.573501730524015,0.0321844840042447,"ENSG00000244187","TMEM141","transmembrane protein 141"
"ENSG00000104371.5","ENSG00000104371.5",0.572968327594431,1.77352364510321,0.0482309361791457,"312","49","0.563849262884682",0.555923249741939,0.0279194697963247,"ENSG00000104371","DKK4","dickkopf Wnt signaling pathway inhibitor 4"
"ENSG00000086598.11","ENSG00000086598.11",-0.588760154884073,0.555014990947609,0.0203899715127955,"70","291","1.80175313515882",0.564120468759488,0.0298550712366465,"ENSG00000086598","TMED2","transmembrane p24 trafficking protein 2"
"ENSG00000010278.15","ENSG00000010278.15",0.790284906313734,2.20402427724455,0.0272547131096908,"337","24","0.453715510452631",0.509958103102799,0.0158104083855646,"ENSG00000010278","CD9","CD9 molecule"
"ENSG00000149591.17","ENSG00000149591.17",0.507589455540926,1.66128177087213,0.0293868892732361,"202","159","0.601944846162386",0.541836177059931,0.0329664838634913,"ENSG00000149591","TAGLN","transgelin"
"ENSG00000110917.8","ENSG00000110917.8",-0.643940035642328,0.52521896054079,0.0196587372422305,"237","124","1.90396782128801",0.573683890946627,0.0276412265656549,"ENSG00000110917","MLEC","malectin"
"ENSG00000130176.8","ENSG00000130176.8",0.678486100434859,1.97089174040614,0.00597172076130313,"162","199","0.507384540458792",0.57851114214585,0.0303250753816468,"ENSG00000130176","CNN1","calponin 1"
"ENSG00000211595.2","ENSG00000211595.2",0.880029883506902,2.41097175363173,0.0204037283110642,"338","23","0.414770516698781",0.535369482057198,0.0215081594684071,"ENSG00000211595","IGKJ3","immunoglobulin kappa joining 3"
"ENSG00000105755.8","ENSG00000105755.8",-1.51413364146336,0.219998700060451,0.0349031450844317,"329","32","4.54548140386839",0.530390430505799,0.0134066334935518,"ENSG00000105755","ETHE1","ETHE1 persulfide dioxygenase"
"ENSG00000158373.8","ENSG00000158373.8",0.512147001299207,1.66887041822861,0.0273662876908359,"209","152","0.599207697061005",0.586769081304269,0.0325597465925305,"ENSG00000158373","H2BC5","H2B clustered histone 5"
"ENSG00000010438.17","ENSG00000010438.17",1.13598332687694,3.11423434810806,0.0279932280935781,"353","8","0.321106213669345",0.51335843099156,0.0131646202878082,"ENSG00000010438","PRSS3","serine protease 3"
"ENSG00000148248.14","ENSG00000148248.14",0.557296951384045,1.74594673727816,0.0308021717314731,"139","222","0.572755158361214",0.551308519035764,0.0311748315419161,"ENSG00000148248","SURF4","surfeit 4"
"ENSG00000117335.20","ENSG00000117335.20",-0.586772325143251,0.556119363541903,0.0179871067025649,"78","283","1.79817511411766",0.574078571862287,0.0309732330438586,"ENSG00000117335","CD46","CD46 molecule"
"ENSG00000046604.13","ENSG00000046604.13",-0.554739046157016,0.574222087107119,0.0171316964160381,"147","214","1.74148647788509",0.60358856032546,0.0322884108869405,"ENSG00000046604","DSG2","desmoglein 2"
"ENSG00000016602.9","ENSG00000016602.9",-0.777213785987752,0.459685009511179,0.0176501380969203,"261","100","2.17540267641832",0.552553281923614,0.0273914551942926,"ENSG00000016602","CLCA4","chloride channel accessory 4"
"ENSG00000100804.19","ENSG00000100804.19",2.04810881282464,7.75322443389671,0.0434117140680568,"359","2","0.128978595747603",0.509199101341915,0.0102751266624447,"ENSG00000100804","PSMB5","proteasome 20S subunit beta 5"
"ENSG00000170323.9","ENSG00000170323.9",0.564642634690445,1.75881912945642,0.0198870511681217,"162","199","0.568563295254276",0.574108931932722,0.0314318143185894,"ENSG00000170323","FABP4","fatty acid binding protein 4"
"ENSG00000079459.13","ENSG00000079459.13",-0.691713717817856,0.500717245320449,0.00522933314723178,"188","173","1.99713512834977",0.58767988341733,0.0310965257534276,"ENSG00000079459","FDFT1","farnesyl-diphosphate farnesyltransferase 1"
"ENSG00000108179.14","ENSG00000108179.14",0.887059040680962,2.42797855474516,0.0260852841388893,"341","20","0.411865252288013",0.532971036492805,0.0197549560535927,"ENSG00000108179","PPIF","peptidylprolyl isomerase F"
"ENSG00000132329.11","ENSG00000132329.11",0.58937560441162,1.80286236457696,0.0419013818468338,"99","262","0.554673512325856",0.557380533122837,0.0246774384411334,"ENSG00000132329","RAMP1","receptor activity modifying protein 1"
"ENSG00000165802.23","ENSG00000165802.23",0.695359877033998,2.00443029258693,0.0137546807727815,"312","49","0.498894874867109",0.558959256785476,0.0273883546744669,"ENSG00000165802","NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"ENSG00000111341.10","ENSG00000111341.10",0.597316729694813,1.81723611683039,0.010491460137034,"222","139","0.550286223533899",0.545327585159998,0.0328893586800512,"ENSG00000111341","MGP","matrix Gla protein"
"ENSG00000163734.4","ENSG00000163734.4",-0.504237794495332,0.603965746048741,0.0299250411095834,"158","203","1.6557230381726",0.542534458679944,0.0330554893742046,"ENSG00000163734","CXCL3","C-X-C motif chemokine ligand 3"
"ENSG00000110107.9","ENSG00000110107.9",0.540750521702003,1.71729524599524,0.030012701784053,"285","76","0.582311051248767",0.554465966361042,0.0299422978520955,"ENSG00000110107","PRPF19","pre-mRNA processing factor 19"
"ENSG00000156976.17","ENSG00000156976.17",0.467742789427925,1.59638674232898,0.0434973302913537,"212","149","0.62641462340203",0.575535855243184,0.0326382545202081,"ENSG00000156976","EIF4A2","eukaryotic translation initiation factor 4A2"
"ENSG00000134590.14","ENSG00000134590.14",0.588233057970217,1.80080368688936,0.0155487972758101,"169","192","0.555307614750258",0.566701074746493,0.0315931834910679,"ENSG00000134590","RTL8C","retrotransposon Gag like 8C"
"ENSG00000276966.2","ENSG00000276966.2",0.690799746313208,1.99531063764479,0.00284437955398091,"238","123","0.501175095813838",0.579391584188475,0.0326357552340395,"ENSG00000276966","H4C5","H4 clustered histone 5"
"ENSG00000204257.15","ENSG00000204257.15",0.52947765349735,1.69804510900188,0.041663985931808,"279","82","0.58891250573891",0.536098123747647,0.0290238590295173,"ENSG00000204257","HLA-DMA","major histocompatibility complex, class II, DM alpha"
"ENSG00000201772.1","ENSG00000201772.1",0.459705749325605,1.58360793872668,0.0480838486136404,"238","123","0.631469428477392",0.539194850932054,0.032098356427534,"ENSG00000201772","SNORA5C","small nucleolar RNA, H/ACA box 5C"
"ENSG00000116489.13","ENSG00000116489.13",-0.585303946801251,0.55693655699865,0.0126961196047161,"104","257","1.79553665033058",0.591049851235655,0.0325615916819057,"ENSG00000116489","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1"
"ENSG00000087077.14","ENSG00000087077.14",0.647668663905943,1.91108026110138,0.0292519142612322,"115","246","0.52326426071906",0.574503612848382,0.0264818886166001,"ENSG00000087077","TRIP6","thyroid hormone receptor interactor 6"
"ENSG00000111319.13","ENSG00000111319.13",0.953552999317609,2.59491302406348,0.00183977444648028,"327","34","0.385369371045069",0.548879713400935,0.0244591078836508,"ENSG00000111319","SCNN1A","sodium channel epithelial 1 subunit alpha"
"ENSG00000137033.11","ENSG00000137033.11",-0.771880636459004,0.462143127331728,0.00102540981486892,"101","260","2.1638318106637",0.595998542716619,0.0322570490958171,"ENSG00000137033","IL33","interleukin 33"
"ENSG00000172057.10","ENSG00000172057.10",0.582095520348987,1.78978503479728,0.0136250462476603,"202","159","0.558726316601068",0.571224725241363,0.0327997409899462,"ENSG00000172057","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3"
"ENSG00000112977.16","ENSG00000112977.16",1.88137417002363,6.56251668259109,0.00156152925157682,"358","3","0.152380565012929",0.517912441556864,0.0130231044444124,"ENSG00000112977","DAP","death associated protein"
"ENSG00000198171.13","ENSG00000198171.13",0.810443724553139,2.24890565997306,0.0131544862375049,"92","269","0.4446607155642",0.557805574108932,0.0248364333123496,"ENSG00000198171","DDRGK1","DDRGK domain containing 1"
"ENSG00000085741.13","ENSG00000085741.13",0.568858604681771,1.76624991109611,0.029492340689361,"138","223","0.566171295306344",0.56894771995871,0.0294054361553008,"ENSG00000085741","WNT11","Wnt family member 11"
"ENSG00000113328.19","ENSG00000113328.19",-0.603742270471625,0.546761672664999,0.0131377596228288,"92","269","1.8289504367156",0.560871941222904,0.0312990255666105,"ENSG00000113328","CCNG1","cyclin G1"
"ENSG00000273802.2","ENSG00000273802.2",0.551629275824841,1.73607926685211,0.017130851498553,"234","127","0.576010565354666",0.576143056651891,0.0327569432789653,"ENSG00000273802","H2BC8","H2B clustered histone 8"
"ENSG00000180573.9","ENSG00000180573.9",0.485985117015455,1.62577579963518,0.0376559477551664,"200","161","0.615090961634682",0.551551399599247,0.0331647913997706,"ENSG00000180573","H2AC6","H2A clustered histone 6"
"ENSG00000108829.10","ENSG00000108829.10",-0.680120511320512,0.506555942961492,0.0044292703866922,"166","195","1.97411562117636",0.600613273422794,0.0314529989132043,"ENSG00000108829","LRRC59","leucine rich repeat containing 59"
"ENSG00000251039.2","ENSG00000251039.2",0.698459678831095,2.0106532692242,0.027470912629173,"325","36","0.497350794046079",0.546967028963507,0.0246735552316782,"ENSG00000251039","IGKV2D-40","immunoglobulin kappa variable 2D-40"
"ENSG00000134871.19","ENSG00000134871.19",1.55758265454192,4.74733142324462,0.0299463646821287,"35","326","0.210644657144358",0.538709089805088,0.0129721556251687,"ENSG00000134871","COL4A2","collagen type IV alpha 2 chain"
"ENSG00000137312.15","ENSG00000137312.15",0.906772220220794,2.47631661496817,0.0108441502894185,"341","20","0.403825582704357",0.53928593114336,0.0217205140516407,"ENSG00000137312","FLOT1","flotillin 1"
"ENSG00000145050.19","ENSG00000145050.19",-0.486893030101886,0.614532765936202,0.0375481366444607,"169","192","1.62725253303062",0.542655898961686,0.0330193562408484,"ENSG00000145050","MANF","mesencephalic astrocyte derived neurotrophic factor"
"ENSG00000211974.3","ENSG00000211974.3",0.917082731328857,2.50198078292271,0.0214736299686944,"342","19","0.399683325637633",0.537160726212885,0.0209885311972058,"ENSG00000211974","IGHV2-70D","immunoglobulin heavy variable 2-70D"
"ENSG00000161798.7","ENSG00000161798.7",0.640406803127659,1.89725253060264,0.0360472218835864,"321","40","0.527077963460332",0.553949845163641,0.0271936095133125,"ENSG00000161798","AQP5","aquaporin 5"
"ENSG00000137161.17","ENSG00000137161.17",0.615921515233491,1.85136187188809,0.020483571043331,"302","59","0.540142915971454",0.564909830590807,0.0291329234181087,"ENSG00000137161","CNPY3","canopy FGF signaling regulator 3"
"ENSG00000116096.6","ENSG00000116096.6",1.27231576349444,3.56910821010293,0.00623520956485806,"354","7","0.28018203459602",0.521586010079543,0.0150260962005399,"ENSG00000116096","SPR","sepiapterin reductase"
"ENSG00000236935.1","ENSG00000236935.1",0.831978528051742,2.29786062736727,0.0084950493858765,"332","29","0.435187403487447",0.558230615095027,0.0254938562508616,"ENSG00000236935","LOC102723878","uncharacterized LOC102723878"
"ENSG00000171867.17","ENSG00000171867.17",0.873209348817861,2.39458358870646,0.00186752482544659,"124","237","0.41760914286571",0.558959256785476,0.0300166982447383,"ENSG00000171867","PRNP","prion protein (Kanno blood group)"
"ENSG00000089063.15","ENSG00000089063.15",0.58607434898359,1.79692046866435,0.0173003327200073,"159","202","0.556507657093638",0.559019976926346,0.0311866524510142,"ENSG00000089063","TMEM230","transmembrane protein 230"
"ENSG00000266412.5","ENSG00000266412.5",-0.59241535028582,0.552990005817524,0.0206538984929444,"200","161","1.80835094573116",0.591960653348716,0.0296342976650618,"ENSG00000266412","NCOA4","nuclear receptor coactivator 4"
"ENSG00000059573.9","ENSG00000059573.9",0.570639980059937,1.76939906928309,0.0267244389293333,"295","66","0.565163629483073",0.537039285931143,0.0276728393636387,"ENSG00000059573","ALDH18A1","aldehyde dehydrogenase 18 family member A1"
"ENSG00000211445.12","ENSG00000211445.12",0.575068467775955,1.77725220725434,0.0255178312639362,"294","67","0.562666342974973",0.545813346286963,0.0283420716910876,"ENSG00000211445","GPX3","glutathione peroxidase 3"
"ENSG00000240668.1","ENSG00000240668.1",0.668006481959408,1.95034539388366,0.0415410463587601,"331","30","0.512729695538045",0.534853360859797,0.0222239251734695,"ENSG00000240668","KRT8P36","keratin 8 pseudogene 36"
"ENSG00000108828.16","ENSG00000108828.16",0.486103743603867,1.62596867131145,0.0363032997789206,"199","162","0.615017999820032",0.549851235654867,0.0330228487442005,"ENSG00000108828","VAT1","vesicle amine transport 1"
"ENSG00000200169.1","ENSG00000200169.1",-0.511111620464689,0.599828426516676,0.0380078307855204,"215","146","1.66714339599942",0.552674722205356,0.0317961932227298,"ENSG00000200169","RNU5D-1","RNA, U5D small nuclear 1"
"ENSG00000181222.19","ENSG00000181222.19",0.500130630401073,1.64893665788873,0.0340958989722884,"176","185","0.606451433544078",0.539741332199891,0.0327810307257096,"ENSG00000181222","POLR2A","RNA polymerase II subunit A"
"ENSG00000266472.6","ENSG00000266472.6",1.22079538011653,3.38988290709723,0.0183953697228628,"351","10","0.294995440080349",0.524955977897869,0.0164637259690802,"ENSG00000266472","MRPS21","mitochondrial ribosomal protein S21"
"ENSG00000044115.21","ENSG00000044115.21",-0.582063140045961,0.558744408621418,0.0151836842378831,"101","260","1.78972708195378",0.577873580666707,0.0323771861239028,"ENSG00000044115","CTNNA1","catenin alpha 1"
"ENSG00000196976.7","ENSG00000196976.7",0.816756284173936,2.26314691312206,0.00743823435667925,"113","248","0.441862609184517",0.572955249256178,0.0261496183077861,"ENSG00000196976","LAGE3","L antigen family member 3"
"ENSG00000101361.17","ENSG00000101361.17",0.480268624754925,1.61650857809571,0.0383111682222045,"229","132","0.618617193592642",0.5618131034064,0.0328035135913908,"ENSG00000101361","NOP56","NOP56 ribonucleoprotein"
"ENSG00000110711.10","ENSG00000110711.10",2.14595475203492,8.55020066304212,0.0331281931947708,"39","322","0.116956319437327",0.551095998542717,0.00975758794104979,"ENSG00000110711","AIP","AHR interacting HSP90 co-chaperone"
"ENSG00000159352.16","ENSG00000159352.16",0.612073874347673,1.84425218279178,0.0353394984743724,"325","36","0.542225195301777",0.547331349808732,0.025546791927333,"ENSG00000159352","PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"ENSG00000204308.8","ENSG00000204308.8",1.05099668132285,2.8605007053891,0.0241559664180333,"354","7","0.349589146444197",0.519369724937762,0.0140901136619411,"ENSG00000204308","RNF5","ring finger protein 5"
"ENSG00000146072.6","ENSG00000146072.6",-0.692580906705972,0.50028321710864,0.0235995620835171,"261","100","1.99886777289761",0.538921610298136,0.0284909103936751,"ENSG00000146072","TNFRSF21","TNF receptor superfamily member 21"
"ENSG00000082641.16","ENSG00000082641.16",0.768948928895529,2.15749737846667,0.0400572233664902,"70","291","0.463499983814904",0.54805999149918,0.0215417324884192,"ENSG00000082641","NFE2L1","NFE2 like bZIP transcription factor 1"
"ENSG00000149131.17","ENSG00000149131.17",0.534007387819026,1.70575424920872,0.0217267564433046,"207","154","0.586250921235511",0.546481267836541,0.0328709171378495,"ENSG00000149131","SERPING1","serpin family G member 1"
"ENSG00000153904.21","ENSG00000153904.21",-0.585357978609771,0.5569064655222,0.0143960814532291,"96","265","1.79563366904408",0.589349687291274,0.0322697312595743,"ENSG00000153904","DDAH1","dimethylarginine dimethylaminohydrolase 1"
"ENSG00000185633.10","ENSG00000185633.10",0.669018107867641,1.95231941212977,0.00425616908284916,"197","164","0.512211267166118",0.602708118282834,0.0321505074971512,"ENSG00000185633","COXFA4L2","cytochrome c oxidase hypoxia associated subunit FA4L2"
"ENSG00000120885.22","ENSG00000120885.22",0.697779620434225,2.00928637242277,0.0140009271166374,"309","52","0.497689136663089",0.544781103892161,0.0263080969780518,"ENSG00000120885","CLU","clusterin"
"ENSG00000124587.14","ENSG00000124587.14",0.634051366180092,1.8852328972394,0.0140287356453166,"302","59","0.530438441565669",0.575414414961443,0.0299290282855685,"ENSG00000124587","PEX6","peroxisomal biogenesis factor 6"
"ENSG00000166869.3","ENSG00000166869.3",0.849571295775119,2.33864405040382,0.0127594786919504,"336","25","0.427598205818164",0.541168255510353,0.0221158408205378,"ENSG00000166869","CHP2","calcineurin like EF-hand protein 2"
"ENSG00000239437.3","ENSG00000239437.3",-0.601087722622334,0.548215005805003,0.0150345181041638,"112","249","1.82410183853248",0.570344283198737,0.0324377182325565,"ENSG00000239437","RN7SL752P","RNA, 7SL, cytoplasmic 752, pseudogene"
"ENSG00000049245.13","ENSG00000049245.13",-0.696221783477706,0.49846505941669,0.0271988387140033,"263","98","2.00615866871434",0.592203533912199,0.0209280977676286,"ENSG00000049245","VAMP3","vesicle associated membrane protein 3"
"ENSG00000115828.17","ENSG00000115828.17",-0.566752773146605,0.567364812906749,0.0286598868299508,"73","288","1.76253439982778",0.536158843888518,0.028048149285194,"ENSG00000115828","QPCT","glutaminyl-peptide cyclotransferase"
"ENSG00000211772.11","ENSG00000211772.11",0.644579233559535,1.90518522259254,0.0448352787741725,"316","45","0.524883348947677",0.540743214524258,0.0259359923354031,"ENSG00000211772","TRBC2","T cell receptor beta constant 2"
"ENSG00000075234.17","ENSG00000075234.17",-0.564111203626088,0.568865527752183,0.017562398214876,"112","249","1.7578846866524",0.548181431780922,0.0317616607918269,"ENSG00000075234","TTC38","tetratricopeptide repeat domain 38"
"ENSG00000177105.10","ENSG00000177105.10",0.521176569709358,1.68400783716769,0.027298243347861,"188","173","0.593821464442759",0.577418179610177,0.0322426370523158,"ENSG00000177105","RHOG","ras homolog family member G"
"ENSG00000196735.13","ENSG00000196735.13",0.652231087123163,1.91981933858042,0.0186433022769387,"301","60","0.520882345491651",0.540986095087741,0.027145604701358,"ENSG00000196735","HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1"
"ENSG00000158109.15","ENSG00000158109.15",0.954719578482984,2.59794196193771,0.0255765569205037,"350","11","0.384920069289822",0.515513995992471,0.0142397277715858,"ENSG00000158109","TPRG1L","tumor protein p63 regulated 1 like"
"ENSG00000103187.8","ENSG00000103187.8",0.479076880299296,1.61458326043148,0.0396556367609355,"231","130","0.619354866674859",0.549152954034853,0.032573617694315,"ENSG00000103187","COTL1","coactosin like F-actin binding protein 1"
"ENSG00000270170.2","ENSG00000270170.2",0.558001067129751,1.74717651877049,0.0292840985616803,"278","83","0.572352014382445",0.570890764466573,0.0314849353678113,"ENSG00000270170","NCBP2AS2","NCBP2 antisense 2 (head to head)"
"ENSG00000171234.14","ENSG00000171234.14",-0.741253358105417,0.476516295521978,0.00927473186551447,"244","117","2.09856411920729",0.555316048333232,0.0280106560057444,"ENSG00000171234","UGT2B7","UDP glucuronosyltransferase family 2 member B7"
"ENSG00000163344.6","ENSG00000163344.6",0.462244842304029,1.58763397560248,0.0469746957568045,"233","128","0.629868102703282",0.573441010383144,0.0328683336483694,"ENSG00000163344","PMVK","phosphomevalonate kinase"
"ENSG00000089280.19","ENSG00000089280.19",0.488197268047055,1.62937624214053,0.0454081977270057,"171","190","0.613731791428532",0.584704596514664,0.0310049100728948,"ENSG00000089280","FUS","FUS RNA binding protein"
"ENSG00000148344.11","ENSG00000148344.11",0.456001615621145,1.57775289381536,0.0491883615246267,"213","148","0.633812813096339",0.541532576355577,0.0329500332986099,"ENSG00000148344","PTGES","prostaglandin E synthase"
"ENSG00000272763.1","ENSG00000272763.1",-0.589001926638245,0.554880820219655,0.0167241673401885,"88","273","1.8021888008386",0.558291335235898,0.030942123891318,"ENSG00000272763","LINC03057","long intergenic non-protein coding RNA 3057"
"ENSG00000198736.12","ENSG00000198736.12",-0.562493825918436,0.569786342627416,0.0346435893273664,"238","123","1.75504382114315",0.545388305300868,0.0295690769898193,"ENSG00000198736","MSRB1","methionine sulfoxide reductase B1"
"ENSG00000106991.14","ENSG00000106991.14",0.779599259777597,2.18059823695825,0.00723377902981098,"111","250","0.458589749845397",0.574837573623171,0.0255312418146282,"ENSG00000106991","ENG","endoglin"
"ENSG00000162191.14","ENSG00000162191.14",0.660342775704732,1.93545564788534,0.0322092173237439,"107","254","0.516674200771579",0.588742485882567,0.0238197784021221,"ENSG00000162191","UBXN1","UBX domain protein 1"
"ENSG00000164967.10","ENSG00000164967.10",0.514963122324969,1.67357678303877,0.0263256729844988,"222","139","0.597522629457291",0.581698949541563,0.0328514710152921,"ENSG00000164967","RPP25L","ribonuclease P/MRP subunit p25 like"
"ENSG00000111206.13","ENSG00000111206.13",0.898774115368271,2.45658976888519,0.00343083774592629,"325","36","0.40706837285812",0.550428076993139,0.0249132849038053,"ENSG00000111206","FOXM1","forkhead box M1"
"ENSG00000115339.14","ENSG00000115339.14",-0.563166708932739,0.569403072038276,0.017945135439465,"181","180","1.75622515772584",0.612180460258668,0.0301763433989276,"ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3"
"ENSG00000163346.17","ENSG00000163346.17",0.546057882063438,1.72643378000808,0.0204289008156349,"201","160","0.5792287034579",0.562602465237719,0.032643480557634,"ENSG00000163346","PBXIP1","PBX homeobox interacting protein 1"
"ENSG00000165507.9","ENSG00000165507.9",0.524691792019776,1.6899379157537,0.0476915413868638,"282","79","0.591737714550304",0.549486914809642,0.0298458152311763,"ENSG00000165507","DEPP1","DEPP autophagy regulator 1"
"ENSG00000185627.18","ENSG00000185627.18",1.37085092633123,3.93870081414984,0.0205377797466352,"357","4","0.253890825220206",0.508804420426255,0.0077988343937381,"ENSG00000185627","PSMD13","proteasome 26S subunit, non-ATPase 13"
"ENSG00000140416.23","ENSG00000140416.23",-0.770091067709165,0.462970904691685,0.0183758403177392,"266","95","2.15996294770608",0.562845345801202,0.0244476819941194,"ENSG00000140416","TPM1","tropomyosin 1"
"ENSG00000088832.18","ENSG00000088832.18",0.47125308611132,1.60200038041922,0.0474249024857771,"168","193","0.624219577112906",0.550610237415751,0.0319217459579701,"ENSG00000088832","FKBP1A","FKBP prolyl isomerase 1A"
"ENSG00000167862.10","ENSG00000167862.10",-0.487334300609635,0.614261650572556,0.0366278107338087,"166","195","1.62797075003445",0.550336996781833,0.0330848699351908,"ENSG00000167862","MRPL58","mitochondrial ribosomal protein L58"
"ENSG00000073756.12","ENSG00000073756.12",-0.499921733523994,0.606578132587702,0.0356338319325819,"179","182","1.64859223614596",0.580180946019795,0.0317289820702923,"ENSG00000073756","PTGS2","prostaglandin-endoperoxide synthase 2"
